acc_id,amount_spent,survival_time
40914,0.0,64.0
40915,0.08709695190191269,16.0
40918,0.4381568729877472,13.0
40921,0.05,64.0
40928,0.05,64.0
40929,0.05,64.0
40934,0.0931307002902031,16.0
40935,0.0,64.0
40937,0.0,64.0
40943,0.059595558792352676,35.0
40944,0.05,64.0
40945,0.07459846138954163,30.0
40946,0.05,64.0
40949,0.07187705487012863,34.0
40952,0.07519123703241348,33.0
40958,0.07911913096904755,29.0
40961,0.05,64.0
40969,0.0,64.0
40971,0.05,64.0
40975,0.05,64.0
40984,0.0,64.0
40985,0.05,64.0
40988,0.05,64.0
40989,0.05,64.0
40991,0.05,64.0
40993,0.05,64.0
40994,0.0646936222910881,34.0
40995,0.05,64.0
41005,0.0,64.0
41007,0.05,64.0
41008,0.05,64.0
41012,0.0,64.0
41014,0.05,64.0
41016,0.0,64.0
41017,0.0,64.0
41018,0.05,64.0
41021,0.07495862990617752,34.0
41022,0.05,64.0
41023,0.0,64.0
41026,0.0,64.0
41027,0.08313068002462387,33.0
41032,0.0,64.0
41035,0.0,64.0
41037,0.05,64.0
41038,0.0,64.0
41040,0.05,64.0
41043,0.05,64.0
41044,0.05,64.0
41046,0.05,64.0
41049,0.05,64.0
41050,0.05,64.0
41051,0.05,64.0
41052,0.0,64.0
41054,0.05,64.0
41055,0.05,64.0
41058,0.12048812955617905,22.0
41059,0.2898508906364441,13.0
41064,0.05,64.0
41065,0.07101979851722717,30.0
41067,0.057122036814689636,31.0
41070,0.05909036099910736,30.0
41072,0.05,64.0
41073,0.07455054670572281,33.0
41074,0.054271455854177475,32.0
41076,0.1365543156862259,14.0
41077,0.05,64.0
41079,0.0,64.0
41080,0.06109370291233063,34.0
41081,0.0,64.0
41083,0.0,64.0
41086,0.0,64.0
41088,0.07547084242105484,17.0
41089,0.0,64.0
41090,0.05,64.0
41094,0.0,64.0
41102,0.0,64.0
41103,0.05,64.0
41105,0.05,64.0
41113,0.06582801043987274,27.0
41114,0.05,64.0
41115,0.0,64.0
41116,0.05,64.0
41122,0.09087103605270386,24.0
41123,0.05,64.0
41124,0.05,64.0
41131,0.057316478341817856,30.0
41134,0.05,64.0
41135,0.05,64.0
41137,0.05,64.0
41140,0.0649091973900795,32.0
41141,0.0,64.0
41143,0.13994693756103516,35.0
41145,0.0,64.0
41146,0.0,64.0
41147,0.05,64.0
41154,0.05,64.0
41157,0.05,64.0
41161,0.09342503547668457,30.0
41164,0.07768169045448303,35.0
41166,0.09250029176473618,15.0
41167,0.07771165668964386,31.0
41178,0.05,64.0
41179,0.08200512826442719,31.0
41188,0.05,64.0
41189,0.09195712208747864,33.0
41193,0.05,64.0
41194,0.2850736081600189,14.0
41198,0.05,64.0
41201,0.0,64.0
41202,0.05,64.0
41203,0.0,64.0
41207,0.06864602863788605,30.0
41210,0.05,64.0
41213,0.12221883982419968,15.0
41214,0.05,64.0
41229,0.05,64.0
41231,0.0,64.0
41237,0.06555701047182083,31.0
41238,0.05,64.0
41243,0.07023725658655167,32.0
41244,0.05,64.0
41253,0.07671606540679932,30.0
41259,0.0,64.0
41262,0.07401902228593826,32.0
41265,0.05,64.0
41267,0.05,64.0
41270,0.05,64.0
41283,0.05,64.0
41293,0.0,64.0
41294,0.05,64.0
41299,0.07148686796426773,35.0
41302,0.05,64.0
41303,0.05,64.0
41304,0.0,64.0
41309,0.08074194192886353,33.0
41310,0.05,64.0
41311,0.05,64.0
41313,0.0,64.0
41315,0.11531048268079758,20.0
41320,0.0,64.0
41336,0.05,64.0
41337,0.05,64.0
41339,0.13525506854057312,17.0
41340,0.05,64.0
41344,0.05,64.0
41346,0.05,64.0
41351,0.07161868363618851,32.0
41354,0.05,64.0
41360,0.0722561776638031,30.0
41362,0.05,64.0
41371,0.0,64.0
41376,0.05,64.0
41385,0.0,64.0
41387,0.05,64.0
41389,0.07730048894882202,35.0
41390,0.05,64.0
41394,0.05,64.0
41395,0.11243093013763428,40.0
41396,0.05,64.0
41398,0.08500335365533829,29.0
41399,0.05,64.0
41401,0.0,64.0
41409,0.05,64.0
41411,0.07962080091238022,32.0
41413,0.05,64.0
41414,0.0,64.0
41420,0.05,64.0
41421,0.07552631944417953,21.0
41422,0.06562952697277069,34.0
41423,0.0610908605158329,14.0
41434,0.05,64.0
41436,0.41772305965423584,13.0
41440,0.07564343512058258,35.0
41441,0.0,64.0
41443,0.0,64.0
41447,0.07897023111581802,33.0
41458,0.0,64.0
41469,0.0769660621881485,34.0
41470,0.05,64.0
41473,0.05404181778430939,26.0
41489,0.05,64.0
41490,0.0,64.0
41492,0.05,64.0
41498,0.11299749463796616,7.0
41499,0.0,64.0
41500,0.0,64.0
41501,0.0,64.0
41512,0.05,64.0
41514,0.08031909912824631,31.0
41523,0.0,64.0
41529,0.05,64.0
41530,0.05,64.0
41538,0.14517799019813538,27.0
41541,0.0,64.0
41544,0.0,64.0
41547,0.0904041975736618,34.0
41551,0.08033549785614014,32.0
41554,0.06942173093557358,32.0
41556,0.05,64.0
41558,0.06773219257593155,34.0
41559,0.05,64.0
41563,0.05,64.0
41565,0.07509148120880127,18.0
41566,0.07665622234344482,32.0
41568,0.09409377723932266,18.0
41572,0.05,64.0
41573,0.05,64.0
41574,0.05,64.0
41577,0.05,64.0
41579,0.05,64.0
41580,0.05,64.0
41587,0.10313444584608078,19.0
41595,0.05,64.0
41599,0.0,64.0
41601,0.10532326251268387,17.0
41604,0.05,64.0
41606,0.08195925503969193,32.0
41608,0.05,64.0
41610,0.08200512826442719,31.0
41611,0.06599029153585434,33.0
41622,0.05,64.0
41629,0.05,64.0
41632,0.10891636461019516,28.0
41633,0.07423670589923859,32.0
41634,0.05,64.0
41635,0.05,64.0
41636,0.059667568653821945,30.0
41643,0.05,64.0
41644,0.0,64.0
41648,0.05,64.0
41654,0.05,64.0
41656,0.05,64.0
41658,0.07196160405874252,29.0
41660,0.10164640098810196,21.0
41662,0.07680797576904297,34.0
41670,0.06732747703790665,29.0
41672,0.07553848624229431,30.0
41677,0.09240174293518066,20.0
41679,0.05,64.0
41682,0.05,64.0
41683,0.05,64.0
41686,0.05,64.0
41690,0.09183449298143387,22.0
41693,0.07804440706968307,29.0
41695,0.07510577142238617,22.0
41697,0.05,64.0
41708,0.05,64.0
41719,0.05,64.0
41724,0.06982451677322388,29.0
41730,0.0,64.0
41731,0.0,64.0
41734,0.05,64.0
41740,0.0,64.0
41748,0.07048597186803818,18.0
41750,0.05,64.0
41753,0.08043891191482544,36.0
41756,0.05,64.0
41758,0.05,64.0
41759,0.10145264118909836,17.0
41760,0.0,64.0
41767,0.05,64.0
41768,0.05,64.0
41772,0.05,64.0
41776,0.0,64.0
41780,0.0,64.0
41781,0.0,64.0
41784,0.05,64.0
41786,0.05,64.0
41788,0.05,64.0
41789,0.0,64.0
41790,0.05,64.0
41791,0.0,64.0
41801,0.05,64.0
41806,0.08096393197774887,33.0
41809,0.0,64.0
41810,0.0,64.0
41814,0.0,64.0
41815,0.0,64.0
41816,0.0,64.0
41817,0.06976640969514847,30.0
41820,0.05,64.0
41823,0.05,64.0
41830,0.05,64.0
41838,0.05,64.0
41842,0.06065167486667633,35.0
41844,0.08927532285451889,17.0
41845,0.05,64.0
41852,0.07286302000284195,31.0
41859,0.05,64.0
41863,0.0,64.0
41868,0.05,64.0
41869,0.0,64.0
41871,0.0,64.0
41874,0.05,64.0
41876,0.07851362228393555,21.0
41882,0.08270345628261566,25.0
41892,0.0,64.0
41893,0.06541147083044052,34.0
41894,0.05,64.0
41899,0.0,64.0
41901,0.0,64.0
41906,0.0709148421883583,32.0
41908,0.05,64.0
41910,0.05,64.0
41911,0.05,64.0
41913,0.08922338485717773,24.0
41914,0.0,64.0
41916,0.09290462732315063,32.0
41923,0.07065001130104065,31.0
41925,0.07803651690483093,31.0
41936,0.07379953563213348,34.0
41939,0.0,64.0
41945,0.0,64.0
41949,0.0,64.0
41952,0.05,64.0
41955,0.05,64.0
41956,0.0919487252831459,17.0
41958,0.05,64.0
41962,0.05,64.0
41968,0.07828863710165024,24.0
41976,0.37033745646476746,13.0
41977,0.0,64.0
41978,0.0696335956454277,32.0
41984,0.06524829566478729,35.0
41985,0.0,64.0
41991,0.0607113391160965,30.0
41992,0.0,64.0
41994,0.07430753856897354,36.0
41996,0.0,64.0
41997,0.05,64.0
42003,0.06862608343362808,33.0
42009,0.0,64.0
42011,0.0,64.0
42014,0.05,64.0
42019,0.0,64.0
42021,0.0,64.0
42022,0.05,64.0
42027,0.05,64.0
42028,0.05,64.0
42031,0.0936528667807579,34.0
42032,0.0,64.0
42035,0.07890674471855164,35.0
42036,0.06342212855815887,31.0
42037,0.05595584958791733,32.0
42039,0.05,64.0
42045,0.05,64.0
42046,0.05,64.0
42049,0.05,64.0
42051,0.05,64.0
42056,0.0,64.0
42059,0.053633254021406174,34.0
42060,0.05,64.0
42062,0.0,64.0
42063,0.08782962709665298,16.0
42064,0.09597329050302505,21.0
42065,0.07095660269260406,27.0
42066,0.05,64.0
42072,0.0,64.0
42073,0.21790628135204315,40.0
42074,0.0,64.0
42078,0.16195666790008545,17.0
42079,0.05,64.0
42080,0.05,64.0
42088,0.05,64.0
42092,0.05,64.0
42095,0.0,64.0
42096,0.06180673837661743,27.0
42097,0.07900271564722061,34.0
42098,0.0688399150967598,35.0
42107,0.06638408452272415,30.0
42111,0.05,64.0
42116,0.06047319248318672,33.0
42117,0.05,64.0
42119,0.059572815895080566,33.0
42120,0.07577645033597946,34.0
42127,0.05,64.0
42135,0.07427936047315598,34.0
42136,0.05,64.0
42141,0.0,64.0
42142,0.05,64.0
42143,0.08093144744634628,34.0
42144,0.1056404635310173,22.0
42145,0.05,64.0
42146,0.0,64.0
42149,0.0,64.0
42151,0.07349804043769836,30.0
42157,0.05,64.0
42159,0.05,64.0
42161,0.05,64.0
42162,0.05,64.0
42163,0.05,64.0
42166,0.05,64.0
42169,0.04288014769554138,32.0
42170,0.06161224842071533,31.0
42174,0.05,64.0
42175,0.0,64.0
42176,0.05,64.0
42178,0.0,64.0
42185,0.05,64.0
42189,0.05,64.0
42190,0.06338787078857422,34.0
42192,0.05,64.0
42195,0.07455054670572281,33.0
42196,0.07140489667654037,30.0
42201,0.05,64.0
42203,0.0,64.0
42206,0.0747879222035408,33.0
42209,0.05816827341914177,30.0
42210,0.0851457491517067,21.0
42216,0.0,64.0
42220,0.05,64.0
42222,0.05,64.0
42224,0.0,64.0
42232,0.0,64.0
42235,0.05,64.0
42240,0.0842650979757309,23.0
42249,0.06388720870018005,30.0
42252,0.0,64.0
42257,0.0,64.0
42260,0.08589892834424973,33.0
42263,0.0,64.0
42264,0.05,64.0
42265,0.05,64.0
42266,0.0,64.0
42269,0.06313861161470413,34.0
42270,0.05,64.0
42271,0.0,64.0
42272,0.05,64.0
42273,0.0,64.0
42275,0.06834502518177032,32.0
42277,0.05,64.0
42278,0.10670430213212967,31.0
42279,0.05,64.0
42281,0.05,64.0
42283,0.05,64.0
42284,0.05,64.0
42286,0.05,64.0
42292,0.05,64.0
42293,0.0,64.0
42298,0.05,64.0
42299,0.0,64.0
42300,0.08772275596857071,18.0
42304,0.05,64.0
42305,0.07051143050193787,36.0
42306,0.0,64.0
42307,0.05,64.0
42312,0.11209239810705185,17.0
42315,0.09190541505813599,31.0
42319,0.05,64.0
42320,0.0,64.0
42325,0.05,64.0
42327,0.0,64.0
42328,0.05,64.0
42334,0.0762864202260971,18.0
42338,0.05,64.0
42339,0.0,64.0
42345,0.05,64.0
42349,0.06883550435304642,35.0
42350,0.0,64.0
42351,0.05,64.0
42352,0.0,64.0
42358,0.05,64.0
42359,0.08709414303302765,28.0
42360,0.0,64.0
42361,0.07140489667654037,31.0
42365,0.06678059697151184,26.0
42370,0.0,64.0
42372,0.4381568729877472,14.0
42386,0.05,64.0
42387,0.05,64.0
42391,0.05,64.0
42393,0.05,64.0
42396,0.05,64.0
42398,0.05,64.0
42402,0.05,64.0
42406,0.061055492609739304,30.0
42408,0.05,64.0
42409,0.05,64.0
42410,0.0,64.0
42411,0.0,64.0
42413,0.05,64.0
42414,0.05,64.0
42415,0.0753200575709343,32.0
42423,0.05,64.0
42434,0.05,64.0
42439,0.05,64.0
42442,0.05,64.0
42448,0.08510427922010422,29.0
42451,0.05,64.0
42454,0.0,64.0
42456,0.08783915638923645,33.0
42457,0.0,64.0
42459,0.05,64.0
42463,0.0732678696513176,36.0
42470,0.09152711927890778,24.0
42478,0.0,64.0
42480,0.05,64.0
42483,0.04662821814417839,31.0
42485,0.05,64.0
42490,0.0611412338912487,30.0
42493,0.05,64.0
42499,0.05,64.0
42501,0.07167589664459229,30.0
42505,0.05,64.0
42507,0.07129864394664764,31.0
42508,0.0,64.0
42515,0.0,64.0
42516,0.13144730031490326,24.0
42519,0.07255274802446365,34.0
42524,0.05,64.0
42530,0.05,64.0
42532,0.06118787080049515,32.0
42538,0.05,64.0
42540,0.05,64.0
42544,0.0625782161951065,37.0
42545,0.04947196692228317,27.0
42548,0.07350633293390274,38.0
42557,0.05,64.0
42561,0.05,64.0
42564,0.0947185531258583,15.0
42574,0.0,64.0
42576,0.05,64.0
42579,0.05,64.0
42580,0.05,64.0
42582,0.06923037767410278,34.0
42585,0.06243521347641945,32.0
42586,0.07626806944608688,34.0
42587,0.05,64.0
42589,0.05,64.0
42591,0.05,64.0
42597,0.10000481456518173,22.0
42603,0.05,64.0
42606,0.0,64.0
42607,0.0656847208738327,28.0
42611,0.061567362397909164,30.0
42613,0.05,64.0
42614,0.0762864202260971,19.0
42619,0.06569430232048035,32.0
42621,0.06445952504873276,19.0
42622,0.05,64.0
42627,0.05,64.0
42628,0.05,64.0
42640,0.05,64.0
42643,0.05,64.0
42645,0.0,64.0
42647,0.05,64.0
42652,0.05,64.0
42662,0.05,64.0
42665,0.05,64.0
42669,0.05,64.0
42673,0.05,64.0
42675,0.07148686796426773,32.0
42677,0.05,64.0
42684,0.05,64.0
42685,0.05977185070514679,30.0
42687,0.05912146344780922,32.0
42691,0.05,64.0
42694,0.05,64.0
42697,0.0,64.0
42699,0.05,64.0
42701,0.05,64.0
42711,0.05,64.0
42719,0.14000827074050903,26.0
42720,0.06432917714118958,27.0
42730,0.05,64.0
42733,0.07765013724565506,33.0
42734,0.0,64.0
42739,0.05,64.0
42741,0.0,64.0
42746,0.05,64.0
42751,0.06918361783027649,34.0
42752,0.05,64.0
42753,0.05823536589741707,32.0
42758,0.05,64.0
42759,0.05,64.0
42762,0.0,64.0
42763,0.05,64.0
42764,0.05,64.0
42767,0.05,64.0
42770,0.09441100060939789,17.0
42777,0.0,64.0
42778,0.05428436025977135,35.0
42784,0.05,64.0
42785,0.06988462060689926,30.0
42786,0.0,64.0
42787,0.08225788921117783,34.0
42788,0.08601263165473938,32.0
42789,0.08212316781282425,20.0
42795,0.07424934953451157,31.0
42800,0.05,64.0
42802,0.05,64.0
42803,0.05,64.0
42805,0.07003209739923477,32.0
42811,0.05,64.0
42818,0.06101180985569954,15.0
42821,0.05,64.0
42823,0.05,64.0
42833,0.05,64.0
42835,0.07595878094434738,29.0
42837,0.0673869252204895,34.0
42840,0.41772305965423584,13.0
42845,0.05,64.0
42849,0.05,64.0
42858,0.8559285402297974,11.0
42860,0.0,64.0
42861,0.05,64.0
42863,0.06861593574285507,33.0
42865,0.0,64.0
42872,0.05,64.0
42873,0.07997949421405792,32.0
42874,0.05,64.0
42875,0.05,64.0
42879,0.07671734690666199,36.0
42880,0.05,64.0
42885,0.8134697675704956,6.0
42888,0.0,64.0
42895,0.05,64.0
42897,0.0,64.0
42898,0.05,64.0
42902,0.05,64.0
42905,0.0,64.0
42910,0.0,64.0
42913,0.05,64.0
42915,0.0,64.0
42917,0.05,64.0
42919,0.0,64.0
42926,0.0,64.0
42928,0.0694413110613823,25.0
42934,0.05,64.0
42936,0.0645541101694107,31.0
42938,0.08191229403018951,20.0
42940,0.05,64.0
42943,0.0,64.0
42952,0.05,64.0
42957,0.07700715959072113,25.0
42961,0.05,64.0
42962,0.09995801746845245,18.0
42968,0.0,64.0
42969,0.0751318633556366,33.0
42970,0.05,64.0
42976,0.09088364243507385,29.0
42979,0.06577342003583908,35.0
42980,0.24327796697616577,18.0
42984,0.05,64.0
42986,0.0,64.0
42993,0.06864602863788605,30.0
42998,0.10280417650938034,18.0
43000,0.05,64.0
43004,0.05,64.0
43006,0.05,64.0
43012,0.05,64.0
43013,0.05,64.0
43021,0.07898911088705063,17.0
43027,0.0,64.0
43035,0.07014702260494232,34.0
43036,0.0,64.0
43041,0.07272079586982727,30.0
43043,0.05,64.0
43045,0.05,64.0
43060,0.0764479786157608,29.0
43061,0.0,64.0
43063,0.0,64.0
43064,0.05,64.0
43065,0.05,64.0
43066,0.07347635179758072,29.0
43067,0.05,64.0
43069,0.05,64.0
43071,0.07276549190282822,31.0
43073,0.05,64.0
43076,0.0,64.0
43077,0.05632553994655609,29.0
43078,0.05,64.0
43081,0.08200512826442719,31.0
43084,0.05,64.0
43085,0.05,64.0
43088,0.05,64.0
43089,0.067913718521595,30.0
43091,0.05,64.0
43092,0.18277038633823395,11.0
43097,0.11126904934644699,28.0
43099,0.05,64.0
43101,0.05,64.0
43103,0.05,64.0
43108,0.136849507689476,21.0
43115,0.05,64.0
43117,0.05,64.0
43123,0.0,64.0
43124,0.0,64.0
43125,0.05623877793550491,31.0
43127,0.0699969157576561,22.0
43131,0.05,64.0
43135,0.05,64.0
43140,0.05,64.0
43143,0.05,64.0
43145,0.05,64.0
43149,0.11622390896081924,23.0
43156,0.09688214957714081,24.0
43157,0.2861674129962921,12.0
43159,0.05,64.0
43160,0.06765230000019073,31.0
43164,0.05,64.0
43166,0.05,64.0
43168,0.05,64.0
43169,0.07105139642953873,31.0
43178,0.08719682693481445,22.0
43180,0.05,64.0
43182,0.06526442617177963,31.0
43184,0.05,64.0
43185,0.09213244169950485,23.0
43187,0.05,64.0
43188,0.05,64.0
43200,0.06247027963399887,31.0
43205,0.07776014506816864,31.0
43207,0.05,64.0
43210,0.05,64.0
43220,0.06778908520936966,39.0
43226,0.05,64.0
43228,0.05,64.0
43231,0.05,64.0
43233,0.06789576262235641,30.0
43238,0.05,64.0
43245,0.05345022678375244,25.0
43248,0.0,64.0
43259,0.06603412330150604,33.0
43261,0.18054305016994476,17.0
43271,0.10188080370426178,24.0
43272,0.05,64.0
43273,0.08682478219270706,37.0
43275,0.0,64.0
43282,0.07090667635202408,32.0
43287,0.0,64.0
43289,0.05,64.0
43290,0.05,64.0
43296,0.07750943303108215,34.0
43300,0.05,64.0
43301,0.05,64.0
43302,0.0,64.0
43307,0.09321398288011551,33.0
43310,0.0720333382487297,34.0
43312,0.05,64.0
43316,0.05,64.0
43317,0.05,64.0
43320,0.08508288115262985,36.0
43323,0.0,64.0
43327,0.05,64.0
43329,0.0,64.0
43332,0.05,64.0
43339,0.05,64.0
43341,0.0,64.0
43342,0.05,64.0
43344,0.0,64.0
43350,0.05,64.0
43353,0.0,64.0
43356,0.11497162282466888,30.0
43362,0.05,64.0
43363,0.05,64.0
43366,0.05,64.0
43371,0.0,64.0
43372,0.09045654535293579,21.0
43376,0.0,64.0
43378,0.05,64.0
43381,0.05,64.0
43394,0.05,64.0
43400,0.05,64.0
43405,0.0,64.0
43408,0.05,64.0
43413,0.05,64.0
43416,0.05,64.0
43417,0.06070553511381149,25.0
43418,0.05,64.0
43422,0.05,64.0
43425,0.05,64.0
43426,0.0891832485795021,23.0
43429,0.07090988755226135,34.0
43431,0.05,64.0
43435,0.05,64.0
43443,0.07350636273622513,31.0
43447,0.05,64.0
43448,0.05,64.0
43449,0.05,64.0
43451,0.05,64.0
43452,0.05,64.0
43453,0.05,64.0
43457,0.05,64.0
43460,0.05,64.0
43462,0.05,64.0
43464,0.0,64.0
43469,0.0,64.0
43473,0.1293521672487259,14.0
43478,0.11421000957489014,22.0
43479,0.05,64.0
43483,0.161407932639122,19.0
43485,0.05,64.0
43486,0.09858904778957367,32.0
43488,0.0,64.0
43489,0.13567686080932617,32.0
43490,0.0,64.0
43492,0.05,64.0
43494,0.05,64.0
43498,0.05,64.0
43500,0.05,64.0
43501,0.07639728486537933,38.0
43504,0.05,64.0
43506,0.05,64.0
43513,0.05,64.0
43515,0.0,64.0
43518,0.05,64.0
43520,0.06447970122098923,24.0
43522,0.05,64.0
43525,0.0778457522392273,31.0
43527,0.0715980976819992,30.0
43529,0.05,64.0
43532,0.06069054454565048,29.0
43534,0.05,64.0
43539,0.05,64.0
43541,0.05,64.0
43542,0.05,64.0
43556,0.0786120668053627,34.0
43562,0.0685671865940094,31.0
43570,0.14904755353927612,21.0
43573,0.05,64.0
43582,0.05,64.0
43584,0.05916178971529007,33.0
43593,0.05,64.0
43595,0.0,64.0
43596,0.05,64.0
43602,0.05,64.0
43606,0.0,64.0
43608,0.05,64.0
43613,0.14326387643814087,24.0
43619,0.05,64.0
43633,0.05,64.0
43636,0.0,64.0
43639,0.05,64.0
43645,0.10293090343475342,24.0
43648,0.05,64.0
43650,0.05,64.0
43651,0.08107192814350128,38.0
43658,0.06218767911195755,33.0
43661,0.0,64.0
43663,0.0,64.0
43664,0.05,64.0
43667,0.05,64.0
43677,0.05,64.0
43679,0.05,64.0
43687,0.05615608021616936,30.0
43693,0.05,64.0
43698,0.09223903715610504,32.0
43699,0.05,64.0
43702,0.05,64.0
43709,0.05,64.0
43716,0.05,64.0
43718,0.06461264938116074,29.0
43722,0.0,64.0
43723,0.06885350495576859,27.0
43724,0.05,64.0
43726,0.0,64.0
43730,0.05,64.0
43738,0.07771410793066025,35.0
43740,0.05,64.0
43742,0.07071880251169205,28.0
43743,0.05,64.0
43745,0.05,64.0
43746,0.05,64.0
43747,0.0,64.0
43749,0.049583472311496735,27.0
43752,0.07708348333835602,34.0
43756,0.05,64.0
43763,0.07833677530288696,33.0
43770,0.0,64.0
43774,0.06555701047182083,31.0
43775,0.05,64.0
43778,0.05,64.0
43780,0.05,64.0
43781,0.05,64.0
43783,0.05,64.0
43792,0.05,64.0
43795,0.05,64.0
43804,0.05,64.0
43805,0.05,64.0
43812,0.05,64.0
43814,0.05,64.0
43816,0.05,64.0
43819,0.05,64.0
43821,0.08248082548379898,36.0
43830,0.05,64.0
43831,0.0,64.0
43833,0.06984587758779526,27.0
43838,0.05,64.0
43843,0.08002502471208572,33.0
43845,0.0727594867348671,36.0
43850,0.05,64.0
43851,0.0,64.0
43852,0.05,64.0
43853,0.0,64.0
43854,0.24664342403411865,16.0
43855,0.05726245790719986,29.0
43856,0.05,64.0
43857,0.0,64.0
43858,0.06377919763326645,33.0
43859,0.0,64.0
43862,0.05756700411438942,24.0
43863,0.07746273279190063,26.0
43866,0.07236223667860031,29.0
43872,0.05,64.0
43878,0.05,64.0
43879,0.05,64.0
43886,0.0,64.0
43890,0.05,64.0
43892,0.05,64.0
43895,0.0,64.0
43896,0.05,64.0
43898,0.0,64.0
43903,0.05,64.0
43905,0.05488527566194534,32.0
43909,0.05,64.0
43913,0.09913098812103271,25.0
43916,0.07354354858398438,18.0
43917,0.0797882154583931,34.0
43921,0.08922338485717773,23.0
43925,0.05,64.0
43926,0.0,64.0
43935,0.05,64.0
43939,0.05,64.0
43942,0.05,64.0
43943,0.07807986438274384,31.0
43954,0.05,64.0
43956,0.0701383426785469,24.0
43959,0.05,64.0
43962,0.0,64.0
43969,0.05,64.0
43971,0.05,64.0
43975,0.05,64.0
43978,0.0,64.0
43983,0.05,64.0
43986,0.05,64.0
43995,0.05,64.0
43996,0.05,64.0
43999,0.0,64.0
44004,0.05,64.0
44008,0.0,64.0
44010,0.05,64.0
44012,0.0,64.0
44015,0.0,64.0
44016,0.05,64.0
44018,0.0,64.0
44032,0.05,64.0
44033,0.07024457305669785,33.0
44034,0.05,64.0
44035,0.05,64.0
44040,0.05,64.0
44045,0.05,64.0
44048,0.07101798802614212,32.0
44054,0.0,64.0
44057,0.0,64.0
44059,0.08029225468635559,35.0
44062,0.05,64.0
44063,0.0,64.0
44064,0.0,64.0
44065,0.05,64.0
44071,0.05,64.0
44072,0.05,64.0
44076,0.05,64.0
44079,0.0,64.0
44087,0.05,64.0
44088,0.05,64.0
44091,0.05,64.0
44095,0.07895279675722122,26.0
44099,0.05,64.0
44102,0.0,64.0
44106,0.08327628672122955,32.0
44107,0.05,64.0
44108,0.07115927338600159,34.0
44110,0.06976602226495743,35.0
44111,0.05,64.0
44116,0.0,64.0
44118,0.06971117109060287,28.0
44119,0.05,64.0
44120,0.07266343384981155,24.0
44123,0.05,64.0
44124,0.05,64.0
44126,0.05,64.0
44130,0.05,64.0
44134,0.05,64.0
44135,0.05,64.0
44139,0.05,64.0
44142,0.05,64.0
44145,0.0,64.0
44146,0.05,64.0
44147,0.07655670493841171,35.0
44151,0.05,64.0
44154,0.08905291557312012,32.0
44160,0.0,64.0
44162,0.0,64.0
44165,0.05,64.0
44172,0.05,64.0
44176,0.05,64.0
44178,0.05,64.0
44186,0.0,64.0
44195,0.11032289266586304,34.0
44198,0.0,64.0
44214,0.05,64.0
44220,0.05,64.0
44222,0.05,64.0
44223,0.05,64.0
44228,0.0,64.0
44229,0.055438071489334106,31.0
44230,0.05,64.0
44233,0.05,64.0
44239,0.0,64.0
44249,0.05,64.0
44250,0.05,64.0
44251,0.05,64.0
44257,0.0,64.0
44259,0.07216069847345352,34.0
44260,0.05,64.0
44262,0.06346429884433746,29.0
44264,0.0,64.0
44267,0.05,64.0
44269,0.05,64.0
44271,0.05,64.0
44273,0.05,64.0
44279,0.05,64.0
44281,0.05,64.0
44284,0.08822105824947357,34.0
44288,0.05,64.0
44290,0.10393107682466507,30.0
44291,0.05,64.0
44296,0.07715331763029099,33.0
44299,0.05,64.0
44301,0.05,64.0
44303,0.0,64.0
44310,0.07382930815219879,32.0
44318,0.07552118599414825,36.0
44319,0.0,64.0
44320,0.07818683236837387,13.0
44324,0.05,64.0
44334,0.05,64.0
44337,0.0,64.0
44341,0.05,64.0
44346,0.07059720903635025,23.0
44353,0.0,64.0
44372,0.05,64.0
44379,0.0,64.0
44385,0.05,64.0
44392,0.05,64.0
44393,0.05,64.0
44395,0.05,64.0
44399,0.05,64.0
44400,0.1008671224117279,28.0
44403,0.0,64.0
44404,0.05,64.0
44405,0.05849020183086395,31.0
44406,0.0,64.0
44407,0.05,64.0
44408,0.05,64.0
44411,0.0,64.0
44413,0.07768242806196213,34.0
44415,0.059769369661808014,31.0
44417,0.07329113781452179,32.0
44428,0.06739608198404312,31.0
44430,0.0,64.0
44431,0.09185008704662323,22.0
44432,0.07062269747257233,32.0
44434,0.07299008965492249,33.0
44438,0.06638771295547485,32.0
44446,0.05,64.0
44448,0.05,64.0
44450,0.07472653687000275,24.0
44451,0.05,64.0
44453,0.07803866267204285,34.0
44456,0.05,64.0
44462,0.06649113446474075,31.0
44463,0.05,64.0
44464,0.0,64.0
44472,0.05,64.0
44473,0.05,64.0
44477,0.06563632935285568,28.0
44478,0.07801555842161179,29.0
44483,0.0,64.0
44494,0.05,64.0
44495,0.07677395641803741,34.0
44501,0.05,64.0
44503,0.07238059490919113,28.0
44506,0.0,64.0
44510,0.10747335106134415,21.0
44524,0.05,64.0
44527,0.05,64.0
44528,0.05,64.0
44531,0.0,64.0
44532,0.05,64.0
44534,0.1230878159403801,23.0
44535,0.05,64.0
44539,0.05,64.0
44541,0.06067866459488869,31.0
44545,0.06066466122865677,36.0
44547,0.05,64.0
44550,0.06071993708610535,32.0
44551,0.05,64.0
44553,0.06622938066720963,27.0
44559,0.0,64.0
44560,0.05,64.0
44564,0.0,64.0
44567,0.05,64.0
44572,0.05,64.0
44573,0.0,64.0
44575,0.0,64.0
44578,0.05,64.0
44582,0.05,64.0
44583,0.05,64.0
44584,0.11283507943153381,22.0
44585,0.05,64.0
